player_id,player_name,bat_style,bowl_style,field_pos
9,TS Mills,Right hand Bat,Left arm Fast, 
9508,JE Root,Right hand Bat,"Right arm Offbreak, Legbreak", 
2662,KK Ahmed,Right hand Bat,Left arm Medium, 
15846,DJ Jacobs,Right hand Bat,Right arm Medium,Wicketkeeper
61,SA Yadav,Right hand Bat,"Right arm Medium, Right arm Offbreak", 
2700,SO Hetmyer,Left hand Bat, , 
36069,BMAJ Mendis,Left hand Bat,Legbreak, 
41723,PWA Mulder,Right hand Bat,Right arm Medium,Unknown
41726,Zeeshan Ansari,Right hand Bat,Legbreak Googly,Unknown
41758,J Overton,Right hand Bat,Right arm Fast,Unknown
41785,Ashwani Kumar,Left hand Bat,Left arm Medium,Unknown
41851,PHKD Mendis,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",Unknown
42116,Himmat Singh,Right hand Bat,Right arm Offbreak,Unknown
42133,E Malinga,Left hand Bat,Right arm Fast medium,Unknown
42206,SK Rasheed,Right hand Bat,Legbreak,Unknown
42220,JP Inglis,Right hand Bat,Unknown,Wicketkeeper
42226,XC Bartlett,Right hand Bat,Right arm Fast medium,Unknown
43253,C Bosch,Right hand Bat,Right arm Fast medium,Unknown
43282,JG Bethell,Left hand Bat,Slow Left arm Orthodox,Unknown
43300,Karim Janat,Right hand Bat,Right arm Medium,Unknown
43451,KS Rathore,Left hand Bat,Unknown,Wicketkeeper
43548,Urvil Patel,Right hand Bat,Unknown,Wicketkeeper
43574,M Tiwari,Right hand Bat,Right arm Medium fast,Unknown
43582,MJ Owen,Right hand Bat,Unknown,Right arm Medium
43638,W O'Rourke,Right hand Bat,Right arm Fast,Right arm Fast
43649,Harsh Dubey,Left hand Bat,Slow Left arm Orthodox,Unknown
43820,MP Breetzke,Right hand Bat,Unknown,Wicketkeeper
43849,Musheer Khan,Right hand Bat,Slow Left arm Orthodox,Unknown
43881,BKG Mendis,Right hand Bat,Legbreak,Unknown
43954,Sediqullah Atal,Left hand Bat,Unknown,Unknown
3388,Arshdeep Singh,Left hand Bat,Left arm Medium fast, 
34356,DAJ Bracewell,Right hand Bat,Right arm Fast medium, 
1970,AD Hales,Right hand Bat,Right arm Medium,Occasional Wicketkeeper
161,DT Christian,Right hand Bat,Right arm Fast medium, 
12414,YV Takawale,Right hand Bat, ,Wicketkeeper
62,CR Woakes,Right hand Bat,Right arm Fast medium, 
77,T Natarajan,Left hand Bat,Left arm Medium, 
5354,KA Jamieson,Right hand Bat,Right arm Fast medium, 
13231,KP Pietersen,Right hand Bat,Right arm Offbreak, 
11948,Joginder Sharma,Right hand Bat,Right arm Fast medium, 
13220,T Henderson,Right hand Bat,Right arm Fast medium, 
15837,UBT Chand,Right hand Bat,Right arm Offbreak, 
12008,Y Venugopal Rao,Right hand Bat,Right arm Offbreak, 
471,NM Coulter-Nile,Right hand Bat,Right arm Fast, 
34706,T Mishra,Right hand Bat,Right arm Fast medium, 
14481,AG Murtaza,Left hand Bat,Slow Left arm Orthodox, 
3718,S Sandeep Warrier,Right hand Bat,Right arm Medium, 
8626,WD Parnell,Left hand Bat,Left arm Medium fast, 
546,Gurkeerat Singh,Right hand Bat,Right arm Offbreak, 
14961,KB Arun Karthik,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper
12046,Pankaj Singh,Right hand Bat,Right arm Medium fast, 
245,AB de Villiers,Right hand Bat,Right arm Medium,Wicketkeeper
4771,CJ Green,Right hand Bat,Right arm Offbreak, 
48,AJ Finch,Right hand Bat,Slow Left arm Orthodox, 
9069,D Wiese,Right hand Bat,Right arm Medium fast, 
4023,JL Pattinson,Left hand Bat,Right arm Fast medium, 
11935,MV Boucher,Right hand Bat,Right arm Medium,Wicketkeeper
34171,RW Price,Right hand Bat,Slow Left arm Orthodox, 
13026,A Mukund,Left hand Bat,Legbreak Googly, 
6717,OF Smith,Right hand Bat,Right arm Fast medium, 
767,Anureet Singh,Right hand Bat,Right arm Medium, 
35146,BB Samantray,Right hand Bat,Right arm Medium, 
39661,GS Sandhu,Left hand Bat,Right arm Fast medium, 
1452,B Laughlin,Right hand Bat,Right arm Fast medium, 
14520,RS Gavaskar,Left hand Bat,Slow Left arm Orthodox, 
2703,Navdeep Saini,Right hand Bat,Right arm Fast,Unknown
10152,Azmatullah Omarzai,Right hand Bat,Right arm Medium fast,Unknown
10528,Kumar Kushagra,Right hand Bat,Unknown,Wicketkeeper
11640,Shivam Singh,Right hand Bat,Right arm Offbreak,Unknown
10456,Ashutosh Sharma,Right hand Bat,Unknown,Unknown
10302,MP Yadav,Right hand Bat,Right arm Fast,Unknown
10303,M Siddharth,Right hand Bat,Slow Left arm Orthodox,Unknown
10548,BR Sharath,Right hand Bat,Unknown,Wicketkeeper
11562,T Kohler-Cadmore,Right hand Bat,Right arm Offbreak,Wicketkeeper
11810,PVSN Raju,Left hand Bat,Right arm Medium fast,Unknown
11833,DS Rathi,Right hand Bat,Legbreak,Unknown
42511,MS Bhandage,Left hand Bat,Right arm Medium fast,Unknown
42566,V Suryavanshi,Left hand Bat,Slow Left arm Orthodox,Unknown
42603,A Mhatre,Right hand Bat,Right arm Offbreak,Unknown
38,MS Dhoni,Right hand Bat,Right arm Medium,Wicketkeeper
38515,K Santokie,Left hand Bat,Left arm Medium, 
15049,C Ganapathy,Right hand Bat,Right arm Medium, 
6715,RA Bawa,Left hand Bat,Right arm Medium fast, 
318,UT Yadav,Right hand Bat,Right arm Fast, 
16414,KMDN Kulasekara,Right hand Bat,Right arm Fast medium, 
37,BA Stokes,Left hand Bat,Right arm Fast medium, 
1986,MK Lomror,Left hand Bat,Slow Left arm Orthodox, 
6212,T Shamsi,Right hand Bat,Left arm Wrist spin, 
3505,SE Rutherford,Left hand Bat,Right arm Fast medium, 
34817,Azhar Mahmood,Right hand Bat,Right arm Fast medium, 
4146,TU Deshpande,Left hand Bat,Right arm Medium, 
11987,DJ Thornely,Right hand Bat,"Right arm Medium, Right arm Offbreak", 
11928,M Kartik,Left hand Bat,Slow Left arm Orthodox, 
297,Mustafizur Rahman,Left hand Bat,Left arm Fast medium, 
8400,RJW Topley,Right hand Bat,Left arm Fast medium, 
13458,KP Appanna,Right hand Bat,Slow Left arm Orthodox, 
6245,NT Ellis,Right hand Bat,Right arm Fast medium, 
1416,R Ashwin,Right hand Bat,Right arm Offbreak, 
7947,T Stubbs,Right hand Bat,Right arm Offbreak,Wicketkeeper
1443,DJM Short,Left hand Bat,Left arm Wrist spin, 
811,IK Pathan,Left hand Bat,Left arm Medium fast, 
634,AD Nath,Right hand Bat,Right arm Medium fast, 
14485,AA Jhunjhunwala,Right hand Bat,Right arm Offbreak, 
180,SV Samson,Right hand Bat, ,Wicketkeeper
12221,TM Srivastava,Left hand Bat,Right arm Medium, 
6036,Akash Singh,Right hand Bat,Left arm Medium fast, 
35030,R Shukla,Right hand Bat,Right arm Medium, 
12160,A Kumble,Right hand Bat,Legbreak Googly, 
12035,S Sohal,Right hand Bat,Legbreak, 
16007,JJ van der Wath,Right hand Bat,Right arm Medium fast, 
13882,GJ Bailey,Right hand Bat,Right arm Medium, 
2719,JM Bairstow,Right hand Bat,Right arm Medium,Wicketkeeper
66,TA Boult,Right hand Bat,Left arm Fast medium, 
258,CJ Anderson,Left hand Bat,Left arm Medium fast, 
7036,Ramandeep Singh,Right hand Bat,Right arm Medium, 
24,JC Buttler,Right hand Bat, ,Wicketkeeper
35239,BW Hilfenhaus,Right hand Bat,Right arm Fast medium, 
5955,DJ Malan,Left hand Bat,Legbreak, 
12107,GC Smith,Left hand Bat,Right arm Offbreak, 
438,JD Unadkat,Right hand Bat,Left arm Medium, 
2947,MJ Santner,Left hand Bat,Slow Left arm Orthodox, 
348,RA Jadeja,Left hand Bat,Slow Left arm Orthodox, 
16529,M Klinger,Right hand Bat, , 
12193,DNT Zoysa,Left hand Bat,Left arm Fast medium, 
35322,PA Reddy,Right hand Bat,Legbreak, 
13271,FH Edwards,Right hand Bat,Right arm Fast, 
14353,Mohammad Ashraful,Right hand Bat,"Right arm Offbreak, Legbreak", 
12315,Salman Butt,Left hand Bat,Right arm Offbreak, 
9044,Abdul Basith,Right hand Bat,Right arm Offbreak, 
4274,JDS Neesham,Left hand Bat,Right arm Medium fast, 
11942,ML Hayden,Left hand Bat,Right arm Medium, 
637,SS Agarwal,Right hand Bat,Legbreak Googly, 
33,JJ Bumrah,Right hand Bat,Right arm Fast, 
34931,A Chandila,Right hand Bat,Right arm Offbreak, 
697,DM Bravo,Left hand Bat,Right arm Medium,Occasional Wicketkeeper
7077,HE van der Dussen,Right hand Bat,Legbreak, 
2934,P Ray Barman,Right hand Bat,Legbreak Googly, 
2760,Rasikh Salam,Right hand Bat,Right arm Medium, 
14729,AC Voges,Right hand Bat,Slow Left arm Orthodox, 
1436,RK Singh,Left hand Bat,Right arm Offbreak, 
1421,Q de Kock,Left hand Bat, ,Wicketkeeper
12523,L Balaji,Right hand Bat,Right arm Medium fast, 
6999,B Sai Sudharsan,Left hand Bat,Legbreak, 
5980,PWH de Silva,Right hand Bat,Legbreak, 
11990,AM Nayar,Left hand Bat,Right arm Medium, 
14505,MS Bisla,Right hand Bat, ,Wicketkeeper
12009,VVS Laxman,Right hand Bat,Right arm Offbreak, 
6795,D Pretorius,Right hand Bat,Right arm Medium fast, 
38322,VH Zol,Left hand Bat,Right arm Offbreak, 
12093,VS Yeligati,Right hand Bat,Right arm Offbreak, 
5408,JA Richardson,Right hand Bat,Right arm Fast, 
4071,D Padikkal,Left hand Bat,Right arm Offbreak, 
15507,AG Paunikar,Right hand Bat, ,Wicketkeeper
11985,L Ronchi,Right hand Bat, ,Wicketkeeper
34,AM Rahane,Right hand Bat,Right arm Medium, 
13402,RR Bose,Right hand Bat,Right arm Fast medium, 
36213,R Rampaul,Left hand Bat,Right arm Fast medium, 
12535,A Chopra,Right hand Bat,"Right arm Medium, Right arm Offbreak", 
11930,R Dravid,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper
13973,C Nanda,Right hand Bat,Legbreak, 
4099,Abdul Samad,Right hand Bat,Legbreak, 
3284,LS Livingstone,Right hand Bat,"Right arm Offbreak, Legbreak", 
7365,HR Shokeen,Right hand Bat,Right arm Offbreak, 
7172,Yash Dayal,Right hand Bat,Left arm Medium fast, 
38691,Karanveer Singh,Right hand Bat,Legbreak Googly, 
15472,C Madan,Right hand Bat, ,Wicketkeeper
10,YS Chahal,Right hand Bat,Legbreak Googly, 
16382,JE Taylor,Right hand Bat,Right arm Fast, 
11931,W Jaffer,Right hand Bat,Right arm Offbreak, 
14,MC Henriques,Right hand Bat,Right arm Fast medium, 
11936,B Akhil,Right hand Bat,Right arm Medium fast, 
1120,MJ Henry,Right hand Bat,Right arm Fast medium, 
64,Kuldeep Yadav,Left hand Bat,Left arm Wrist spin, 
11975,V Sehwag,Right hand Bat,Right arm Offbreak, 
12017,PP Ojha,Left hand Bat,Slow Left arm Orthodox, 
8356,NA Saini,Right hand Bat,Right arm Fast, 
12345,M Ntini,Right hand Bat,Right arm Fast, 
18,NV Ojha,Right hand Bat, ,Wicketkeeper
34272,RE Levi,Right hand Bat,Right arm Medium, 
14478,R McLaren,Left hand Bat,Right arm Medium fast, 
15745,ND Doshi,Right hand Bat,Slow Left arm Orthodox, 
26,N Rana,Left hand Bat,"Right arm Medium, Right arm Offbreak, Legbreak", 
12795,RV Pawar,Left hand Bat,Slow Left arm Orthodox, 
8425,Yash Thakur,Right hand Bat,Right arm Fast medium, 
13698,SM Harwood,Right hand Bat,Right arm Fast medium, 
1,CH Gayle,Left hand Bat,Right arm Offbreak, 
11962,S Sreesanth,Right hand Bat,Right arm Fast medium, 
15807,AL Menaria,Left hand Bat,Slow Left arm Orthodox, 
2023,KM Asif,Right hand Bat,Right arm Medium, 
2766,N Pooran,Left hand Bat,Right arm Offbreak,Wicketkeeper
8953,Mayank Dagar,Right hand Bat,Slow Left arm Orthodox, 
9748,MD Shanaka,Right hand Bat,Right arm Medium, 
267,F du Plessis,Right hand Bat,Legbreak, 
13320,Yashpal Singh,Right hand Bat,Right arm Medium, 
13228,JD Ryder,Left hand Bat,Right arm Medium, 
2768,SM Curran,Left hand Bat,Left arm Medium fast, 
1630,M Vijay,Right hand Bat,Right arm Offbreak, 
36227,SMSM Senanayake,Right hand Bat,Right arm Offbreak, 
1398,C Munro,Left hand Bat,Right arm Medium fast, 
12314,Gagandeep Singh,Right hand Bat,Right arm Medium fast, 
34058,S Rana,Right hand Bat,Right arm Medium fast, 
8,S Aravind,Left hand Bat,Left arm Medium fast, 
341,S Badree,Right hand Bat,Legbreak, 
14278,AB McDonald,Right hand Bat,Right arm Fast medium, 
184,PJ Cummins,Right hand Bat,Right arm Fast, 
4078,I Udana,Right hand Bat,Left arm Medium fast, 
1998,M Ashwin,Right hand Bat,Legbreak Googly, 
13203,T Thushara,Left hand Bat,Left arm Fast medium, 
14649,DR Martyn,Right hand Bat,Right arm Medium, 
11998,LRPL Taylor,Right hand Bat,Right arm Offbreak, 
12765,PM Sarvesh Kumar,Right hand Bat,Right arm Medium, 
8312,Sikandar Raza,Right hand Bat,Right arm Offbreak, 
12842,Abdur Razzak,Left hand Bat,Slow Left arm Orthodox, 
7005,DG Nalkande,Right hand Bat,Right arm Fast medium, 
16296,J Syed Mohammad,Left hand Bat,Slow Left arm Orthodox, 
2745,KMA Paul,Right hand Bat,Right arm Fast medium, 
14873,NLTC Perera,Left hand Bat,Right arm Medium fast, 
6727,A Badoni,Right hand Bat,Right arm Offbreak, 
1471,TK Curran,Right hand Bat,Right arm Fast medium, 
14454,Anirudh Singh,Left hand Bat,Right arm Medium, 
3793,J Suchith,Left hand Bat,Slow Left arm Orthodox, 
1581,Shivam Mavi,Right hand Bat,Right arm Fast medium, 
57,CA Lynn,Right hand Bat,Slow Left arm Orthodox, 
5986,VR Iyer,Left hand Bat,Right arm Medium, 
12369,DP Vijaykumar,Right hand Bat,Right arm Medium, 
178,SW Billings,Right hand Bat, ,Wicketkeeper
33963,Y Gnaneswara Rao,Right hand Bat,Right arm Medium, 
3641,O Thomas,Left hand Bat,Right arm Fast, 
7476,R Dhawan,Right hand Bat,Right arm Medium fast, 
15867,BA Bhatt,Left hand Bat,Slow Left arm Orthodox, 
6550,TH David,Right hand Bat,Right arm Offbreak, 
12269,CRD Fernando,Right hand Bat,Right arm Fast medium, 
16009,R Ninan,Right hand Bat,Right arm Offbreak, 
11,A Choudhary,Right hand Bat,Left arm Medium, 
3100,AS Joseph,Right hand Bat,Right arm Fast, 
6944,D Brevis,Right hand Bat,Legbreak, 
14303,CK Langeveldt,Right hand Bat,Right arm Fast medium, 
14707,AB Barath,Right hand Bat,Right arm Offbreak, 
2138,DR Shorey,Right hand Bat,Right arm Offbreak, 
753,SP Jackson,Right hand Bat, ,Wicketkeeper
2,Mandeep Singh,Right hand Bat,Right arm Medium, 
11956,SM Katich,Left hand Bat,Left arm Wrist spin, 
538,Mohammed Siraj,Right hand Bat,Right arm Fast, 
12234,JA Morkel,Left hand Bat,Right arm Medium fast, 
50,DR Smith,Right hand Bat,Right arm Medium, 
13,S Dhawan,Left hand Bat,Right arm Offbreak, 
71,GJ Maxwell,Right hand Bat,Right arm Offbreak, 
36973,UA Birla,Right hand Bat,Right arm Medium, 
316,C de Grandhomme,Right hand Bat,Right arm Medium fast, 
8646,YV Dhull,Right hand Bat,Right arm Offbreak, 
34522,GB Hogg,Left hand Bat,Left arm Wrist spin, 
8776,Harpreet Singh,Left hand Bat,Right arm Medium, 
12546,J Arunkumar,Right hand Bat,Right arm Offbreak, 
14712,SJ Srivastava,Right hand Bat,Left arm Fast medium, 
8082,R Sanjay Yadav,Left hand Bat,Slow Left arm Orthodox, 
15150,SB Wagh,Left hand Bat,Left arm Medium fast, 
179,KK Nair,Right hand Bat,Right arm Offbreak, 
228,Harbhajan Singh,Right hand Bat,Right arm Offbreak, 
1035,LMP Simmons,Right hand Bat,Right arm Medium fast,Occasional Wicketkeeper
13502,Shoaib Ahmed,Right hand Bat,Right arm Fast medium, 
13763,D du Preez,Right hand Bat,Right arm Fast medium, 
3393,AJ Turner,Right hand Bat,Right arm Offbreak, 
15818,RV Gomez,Right hand Bat,Right arm Medium, 
389,SS Iyer,Right hand Bat,"Right arm Offbreak, Legbreak Googly", 
12007,AC Gilchrist,Left hand Bat,Right arm Offbreak,Wicketkeeper
1377,E Lewis,Left hand Bat, , 
4058,SS Cottrell,Right hand Bat,Left arm Fast medium, 
37119,Parvez Rasool,Right hand Bat,Right arm Offbreak, 
1419,Mujeeb Ur Rahman,Right hand Bat,Right arm Offbreak, 
12010,A Symonds,Right hand Bat,"Right arm Medium, Right arm Offbreak", 
13267,Harmeet Singh,Right hand Bat,Right arm Medium, 
3246,JL Denly,Right hand Bat,Legbreak, 
13250,RS Bopara,Right hand Bat,Right arm Medium, 
613,Washington Sundar,Left hand Bat,Right arm Offbreak, 
7024,Shashank Singh,Right hand Bat,"Right arm Medium, Right arm Offbreak", 
4047,A Nortje,Right hand Bat,Right arm Fast, 
1559,A Dananjaya,Left hand Bat,"Right arm Offbreak, Legbreak", 
495,S Kaul,Right hand Bat,Right arm Medium, 
1580,Shubman Gill,Right hand Bat,Right arm Offbreak, 
34089,KH Devdhar,Right hand Bat, ,Wicketkeeper
1409,KL Rahul,Right hand Bat, ,Wicketkeeper
34304,M de Lange,Right hand Bat,Right arm Fast, 
11961,WA Mota,Right hand Bat,Right arm Medium, 
51,MS Gony,Right hand Bat,Right arm Medium, 
36609,X Thalaivan Sargunam,Right hand Bat,Right arm Offbreak, 
13198,A Flintoff,Right hand Bat,Right arm Fast medium, 
3076,SC Kuggeleijn,Right hand Bat,Right arm Fast medium, 
219,AS Rajpoot,Right hand Bat,Right arm Medium, 
230,SL Malinga,Right hand Bat,Right arm Fast, 
1386,M Markande,Right hand Bat,Legbreak, 
75,MM Sharma,Right hand Bat,Right arm Medium, 
12014,SB Bangar,Right hand Bat,Right arm Medium fast, 
12147,Sohail Tanvir,Left hand Bat,Left arm Medium fast, 
37979,BR Dunk,Left hand Bat,Right arm Offbreak,Wicketkeeper
308,I Sharma,Right hand Bat,Right arm Fast medium, 
9371,Akash Madhwal,Right hand Bat,Right arm Medium fast, 
40813,SM Boland,Right hand Bat,Right arm Fast medium, 
9931,H Sharma,Right hand Bat,Legbreak, 
13497,AA Bilakhia,Right hand Bat,Right arm Medium, 
35153,MJ Clarke,Right hand Bat,Slow Left arm Orthodox, 
8372,HC Brook,Right hand Bat,Right arm Medium, 
11919,SC Ganguly,Left hand Bat,Right arm Medium, 
4,KM Jadhav,Right hand Bat,Right arm Offbreak, 
29,KA Pollard,Right hand Bat,Right arm Medium, 
6713,PBB Rajapaksa,Left hand Bat,Right arm Medium, 
14622,SE Bond,Right hand Bat,Right arm Fast, 
2329,JPR Scantlebury-Searles,Right hand Bat,Right arm Fast medium, 
172,P Negi,Left hand Bat,Slow Left arm Orthodox, 
12032,DPMD Jayawardene,Right hand Bat,Right arm Medium, 
604,MG Johnson,Left hand Bat,Left arm Fast, 
12738,RR Powar,Right hand Bat,Right arm Offbreak, 
14726,FY Fazal,Left hand Bat,Right arm Medium, 
11951,M Muralitharan,Right hand Bat,Right arm Offbreak, 
6880,JM Sharma,Right hand Bat, ,Wicketkeeper
12465,DT Patil,Right hand Bat, ,Wicketkeeper
11953,JR Hopes,Right hand Bat,Right arm Medium, 
6885,VG Arora,Right hand Bat,Right arm Fast medium, 
9225,AJ Hosein,Left hand Bat,Slow Left arm Orthodox, 
16862,CJ Ferguson,Right hand Bat,Right arm Medium, 
14985,KAJ Roach,Right hand Bat,Right arm Fast medium, 
400,EJG Morgan,Left hand Bat,Right arm Medium,Occasional Wicketkeeper
